datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
11/21/17 21:00,RFC,WEST,AEP,AEPAPT,4457.401,TRUE
11/21/17 22:00,RFC,WEST,AEP,AEPAPT,4270.357,TRUE
11/21/17 23:00,RFC,WEST,AEP,AEPAPT,4092.234,TRUE
11/22/17 0:00,RFC,WEST,AEP,AEPAPT,3943.047,TRUE
11/22/17 1:00,RFC,WEST,AEP,AEPAPT,3883.906,TRUE
11/22/17 2:00,RFC,WEST,AEP,AEPAPT,3850.147,TRUE
11/22/17 3:00,RFC,WEST,AEP,AEPAPT,3881.165,TRUE
11/22/17 4:00,RFC,WEST,AEP,AEPAPT,3950.567,TRUE
11/22/17 5:00,RFC,WEST,AEP,AEPAPT,4166.129,TRUE
11/22/17 6:00,RFC,WEST,AEP,AEPAPT,4469.482,TRUE
11/22/17 7:00,RFC,WEST,AEP,AEPAPT,4714.449,TRUE
11/22/17 8:00,RFC,WEST,AEP,AEPAPT,4749.608,TRUE
11/22/17 9:00,RFC,WEST,AEP,AEPAPT,4731.336,TRUE
11/22/17 10:00,RFC,WEST,AEP,AEPAPT,4697.807,TRUE
11/22/17 11:00,RFC,WEST,AEP,AEPAPT,4613.708,TRUE
11/22/17 12:00,RFC,WEST,AEP,AEPAPT,4495.945,TRUE
11/22/17 13:00,RFC,WEST,AEP,AEPAPT,4438.532,TRUE
11/22/17 14:00,RFC,WEST,AEP,AEPAPT,4362.901,TRUE
11/22/17 15:00,RFC,WEST,AEP,AEPAPT,4352.157,TRUE
11/22/17 16:00,RFC,WEST,AEP,AEPAPT,4431.548,TRUE
11/22/17 17:00,RFC,WEST,AEP,AEPAPT,4768.714,TRUE
11/22/17 18:00,RFC,WEST,AEP,AEPAPT,4920.883,TRUE
11/22/17 19:00,RFC,WEST,AEP,AEPAPT,4975.002,TRUE
11/22/17 20:00,RFC,WEST,AEP,AEPAPT,5004.603,TRUE
11/22/17 21:00,RFC,WEST,AEP,AEPAPT,4988.524,TRUE
11/22/17 22:00,RFC,WEST,AEP,AEPAPT,4889.862,TRUE
11/22/17 23:00,RFC,WEST,AEP,AEPAPT,4762.761,TRUE
11/23/17 0:00,RFC,WEST,AEP,AEPAPT,4683.138,TRUE
11/23/17 1:00,RFC,WEST,AEP,AEPAPT,4707.068,TRUE
11/23/17 2:00,RFC,WEST,AEP,AEPAPT,4742.87,TRUE
11/23/17 3:00,RFC,WEST,AEP,AEPAPT,4835.846,TRUE
11/23/17 4:00,RFC,WEST,AEP,AEPAPT,4969.29,TRUE
11/23/17 5:00,RFC,WEST,AEP,AEPAPT,5166.293,TRUE
11/23/17 6:00,RFC,WEST,AEP,AEPAPT,5387.823,TRUE
11/23/17 7:00,RFC,WEST,AEP,AEPAPT,5598.825,TRUE
11/23/17 8:00,RFC,WEST,AEP,AEPAPT,5681.8,TRUE
11/23/17 9:00,RFC,WEST,AEP,AEPAPT,5432.942,TRUE
11/23/17 10:00,RFC,WEST,AEP,AEPAPT,5139.114,TRUE
11/23/17 11:00,RFC,WEST,AEP,AEPAPT,4830.301,TRUE
11/23/17 12:00,RFC,WEST,AEP,AEPAPT,4471.41,TRUE
11/23/17 13:00,RFC,WEST,AEP,AEPAPT,4131.844,TRUE
11/23/17 14:00,RFC,WEST,AEP,AEPAPT,3911.69,TRUE
11/23/17 15:00,RFC,WEST,AEP,AEPAPT,3806.802,TRUE
11/23/17 16:00,RFC,WEST,AEP,AEPAPT,3835.585,TRUE
11/23/17 17:00,RFC,WEST,AEP,AEPAPT,4088.3,TRUE
11/23/17 18:00,RFC,WEST,AEP,AEPAPT,4295.772,TRUE
11/23/17 19:00,RFC,WEST,AEP,AEPAPT,4448.866,TRUE
11/23/17 20:00,RFC,WEST,AEP,AEPAPT,4560.229,TRUE
11/23/17 21:00,RFC,WEST,AEP,AEPAPT,4624.079,TRUE
11/23/17 22:00,RFC,WEST,AEP,AEPAPT,4616.22,TRUE
11/23/17 23:00,RFC,WEST,AEP,AEPAPT,4587.275,TRUE
11/24/17 0:00,RFC,WEST,AEP,AEPAPT,4587.04,TRUE
11/24/17 1:00,RFC,WEST,AEP,AEPAPT,4623.251,TRUE
11/24/17 2:00,RFC,WEST,AEP,AEPAPT,4684.012,TRUE
11/24/17 3:00,RFC,WEST,AEP,AEPAPT,4770.235,TRUE
11/24/17 4:00,RFC,WEST,AEP,AEPAPT,4901.267,TRUE
11/24/17 5:00,RFC,WEST,AEP,AEPAPT,5103.17,TRUE
11/24/17 6:00,RFC,WEST,AEP,AEPAPT,5309.121,TRUE
11/24/17 7:00,RFC,WEST,AEP,AEPAPT,5438.242,TRUE
11/24/17 8:00,RFC,WEST,AEP,AEPAPT,5351.014,TRUE
11/24/17 9:00,RFC,WEST,AEP,AEPAPT,5006.66,TRUE
11/24/17 10:00,RFC,WEST,AEP,AEPAPT,4623.188,TRUE
11/24/17 11:00,RFC,WEST,AEP,AEPAPT,4272.775,TRUE
11/24/17 12:00,RFC,WEST,AEP,AEPAPT,4032.652,TRUE
11/24/17 13:00,RFC,WEST,AEP,AEPAPT,3847.44,TRUE
11/24/17 14:00,RFC,WEST,AEP,AEPAPT,3750.083,TRUE
11/24/17 15:00,RFC,WEST,AEP,AEPAPT,3719.514,TRUE
11/24/17 16:00,RFC,WEST,AEP,AEPAPT,3812.991,TRUE
11/24/17 17:00,RFC,WEST,AEP,AEPAPT,4125.94,TRUE
11/24/17 18:00,RFC,WEST,AEP,AEPAPT,4298.523,TRUE
11/24/17 19:00,RFC,WEST,AEP,AEPAPT,4369.516,TRUE
11/24/17 20:00,RFC,WEST,AEP,AEPAPT,4414.225,TRUE
11/24/17 21:00,RFC,WEST,AEP,AEPAPT,4413.803,TRUE
11/24/17 22:00,RFC,WEST,AEP,AEPAPT,4346.972,TRUE
11/24/17 23:00,RFC,WEST,AEP,AEPAPT,4267.502,TRUE
11/25/17 0:00,RFC,WEST,AEP,AEPAPT,4213.258,TRUE
11/25/17 1:00,RFC,WEST,AEP,AEPAPT,4220.568,TRUE
11/25/17 2:00,RFC,WEST,AEP,AEPAPT,4261.127,TRUE
11/25/17 3:00,RFC,WEST,AEP,AEPAPT,4304.614,TRUE
11/25/17 4:00,RFC,WEST,AEP,AEPAPT,4403.138,TRUE
11/25/17 5:00,RFC,WEST,AEP,AEPAPT,4519.193,TRUE
11/25/17 6:00,RFC,WEST,AEP,AEPAPT,4652.414,TRUE
11/25/17 7:00,RFC,WEST,AEP,AEPAPT,4737.701,TRUE
11/25/17 8:00,RFC,WEST,AEP,AEPAPT,4750.658,TRUE
11/25/17 9:00,RFC,WEST,AEP,AEPAPT,4562.756,TRUE
11/25/17 10:00,RFC,WEST,AEP,AEPAPT,4362.568,TRUE
11/25/17 11:00,RFC,WEST,AEP,AEPAPT,4185.156,TRUE
11/25/17 12:00,RFC,WEST,AEP,AEPAPT,4028.574,TRUE
11/25/17 13:00,RFC,WEST,AEP,AEPAPT,3882.679,TRUE
11/25/17 14:00,RFC,WEST,AEP,AEPAPT,3802.792,TRUE
11/25/17 15:00,RFC,WEST,AEP,AEPAPT,3795.808,TRUE
11/25/17 16:00,RFC,WEST,AEP,AEPAPT,3860.409,TRUE
11/25/17 17:00,RFC,WEST,AEP,AEPAPT,4121.666,TRUE
11/25/17 18:00,RFC,WEST,AEP,AEPAPT,4274.026,TRUE
11/25/17 19:00,RFC,WEST,AEP,AEPAPT,4323.474,TRUE
11/25/17 20:00,RFC,WEST,AEP,AEPAPT,4346.483,TRUE
11/25/17 21:00,RFC,WEST,AEP,AEPAPT,4298.358,TRUE
11/25/17 22:00,RFC,WEST,AEP,AEPAPT,4206.74,TRUE
11/25/17 23:00,RFC,WEST,AEP,AEPAPT,4084.967,TRUE
11/26/17 0:00,RFC,WEST,AEP,AEPAPT,4005.481,TRUE
11/26/17 1:00,RFC,WEST,AEP,AEPAPT,3955.149,TRUE
11/26/17 2:00,RFC,WEST,AEP,AEPAPT,3982.171,TRUE
11/26/17 3:00,RFC,WEST,AEP,AEPAPT,4051.066,TRUE
11/26/17 4:00,RFC,WEST,AEP,AEPAPT,4172.932,TRUE
11/26/17 5:00,RFC,WEST,AEP,AEPAPT,4350.917,TRUE
11/26/17 6:00,RFC,WEST,AEP,AEPAPT,4596.195,TRUE
11/26/17 7:00,RFC,WEST,AEP,AEPAPT,4787.821,TRUE
11/26/17 8:00,RFC,WEST,AEP,AEPAPT,4895.52,TRUE
11/26/17 9:00,RFC,WEST,AEP,AEPAPT,4695.44,TRUE
11/26/17 10:00,RFC,WEST,AEP,AEPAPT,4433.052,TRUE
11/26/17 11:00,RFC,WEST,AEP,AEPAPT,4235.592,TRUE
11/26/17 12:00,RFC,WEST,AEP,AEPAPT,4127.291,TRUE
11/26/17 13:00,RFC,WEST,AEP,AEPAPT,4032.903,TRUE
11/26/17 14:00,RFC,WEST,AEP,AEPAPT,3974.333,TRUE
11/26/17 15:00,RFC,WEST,AEP,AEPAPT,3973.049,TRUE
11/26/17 16:00,RFC,WEST,AEP,AEPAPT,4122.552,TRUE
11/26/17 17:00,RFC,WEST,AEP,AEPAPT,4505.941,TRUE
11/26/17 18:00,RFC,WEST,AEP,AEPAPT,4736.74,TRUE
11/26/17 19:00,RFC,WEST,AEP,AEPAPT,4838.623,TRUE
11/26/17 20:00,RFC,WEST,AEP,AEPAPT,4897.584,TRUE
11/26/17 21:00,RFC,WEST,AEP,AEPAPT,4847.599,TRUE
11/26/17 22:00,RFC,WEST,AEP,AEPAPT,4748.424,TRUE
11/26/17 23:00,RFC,WEST,AEP,AEPAPT,4656.332,TRUE
11/27/17 0:00,RFC,WEST,AEP,AEPAPT,4645.051,TRUE
11/27/17 1:00,RFC,WEST,AEP,AEPAPT,4664.782,TRUE
11/27/17 2:00,RFC,WEST,AEP,AEPAPT,4711.855,TRUE
11/27/17 3:00,RFC,WEST,AEP,AEPAPT,4794.664,TRUE
11/27/17 4:00,RFC,WEST,AEP,AEPAPT,4953.839,TRUE
11/27/17 5:00,RFC,WEST,AEP,AEPAPT,5272.449,TRUE
11/27/17 6:00,RFC,WEST,AEP,AEPAPT,5757.167,TRUE
11/27/17 7:00,RFC,WEST,AEP,AEPAPT,5957.045,TRUE
11/27/17 8:00,RFC,WEST,AEP,AEPAPT,5811.054,TRUE
11/27/17 9:00,RFC,WEST,AEP,AEPAPT,5457.091,TRUE
11/27/17 10:00,RFC,WEST,AEP,AEPAPT,5149.763,TRUE
11/27/17 11:00,RFC,WEST,AEP,AEPAPT,4892.222,TRUE
11/27/17 12:00,RFC,WEST,AEP,AEPAPT,4673.048,TRUE
11/27/17 13:00,RFC,WEST,AEP,AEPAPT,4538.102,TRUE
11/27/17 14:00,RFC,WEST,AEP,AEPAPT,4409.764,TRUE
11/27/17 15:00,RFC,WEST,AEP,AEPAPT,4358.105,TRUE
11/27/17 16:00,RFC,WEST,AEP,AEPAPT,4430.837,TRUE
11/27/17 17:00,RFC,WEST,AEP,AEPAPT,4784.454,TRUE
11/27/17 18:00,RFC,WEST,AEP,AEPAPT,4984.2,TRUE
11/27/17 19:00,RFC,WEST,AEP,AEPAPT,5071.135,TRUE
11/27/17 20:00,RFC,WEST,AEP,AEPAPT,5087.491,TRUE
11/27/17 21:00,RFC,WEST,AEP,AEPAPT,5018.187,TRUE
11/27/17 22:00,RFC,WEST,AEP,AEPAPT,4840.504,TRUE
11/27/17 23:00,RFC,WEST,AEP,AEPAPT,4659.155,TRUE
11/28/17 0:00,RFC,WEST,AEP,AEPAPT,4572.521,TRUE
11/28/17 1:00,RFC,WEST,AEP,AEPAPT,4557.197,TRUE
11/28/17 2:00,RFC,WEST,AEP,AEPAPT,4616.932,TRUE
11/28/17 3:00,RFC,WEST,AEP,AEPAPT,4725.519,TRUE
11/28/17 4:00,RFC,WEST,AEP,AEPAPT,4902.674,TRUE
11/28/17 5:00,RFC,WEST,AEP,AEPAPT,5157.214,TRUE
11/28/17 6:00,RFC,WEST,AEP,AEPAPT,5658.193,TRUE
11/28/17 7:00,RFC,WEST,AEP,AEPAPT,5865.732,TRUE
11/28/17 8:00,RFC,WEST,AEP,AEPAPT,5711.449,TRUE
11/28/17 9:00,RFC,WEST,AEP,AEPAPT,5310.569,TRUE
11/28/17 10:00,RFC,WEST,AEP,AEPAPT,4975.097,TRUE
11/28/17 11:00,RFC,WEST,AEP,AEPAPT,4695.422,TRUE
11/28/17 12:00,RFC,WEST,AEP,AEPAPT,4504.625,TRUE
11/28/17 13:00,RFC,WEST,AEP,AEPAPT,4379.351,TRUE
11/28/17 14:00,RFC,WEST,AEP,AEPAPT,4324.171,TRUE
11/28/17 15:00,RFC,WEST,AEP,AEPAPT,4253.87,TRUE
11/28/17 16:00,RFC,WEST,AEP,AEPAPT,4330.566,TRUE
11/28/17 17:00,RFC,WEST,AEP,AEPAPT,4659.971,TRUE
11/28/17 18:00,RFC,WEST,AEP,AEPAPT,4861.113,TRUE
11/28/17 19:00,RFC,WEST,AEP,AEPAPT,4926.742,TRUE
11/28/17 20:00,RFC,WEST,AEP,AEPAPT,4957.023,TRUE
11/28/17 21:00,RFC,WEST,AEP,AEPAPT,4888.403,TRUE
11/28/17 22:00,RFC,WEST,AEP,AEPAPT,4751.614,TRUE
11/28/17 23:00,RFC,WEST,AEP,AEPAPT,4594.148,TRUE
11/29/17 0:00,RFC,WEST,AEP,AEPAPT,4516.838,TRUE
11/29/17 1:00,RFC,WEST,AEP,AEPAPT,4518.575,TRUE
11/29/17 2:00,RFC,WEST,AEP,AEPAPT,4548.366,TRUE
11/29/17 3:00,RFC,WEST,AEP,AEPAPT,4631.654,TRUE
11/29/17 4:00,RFC,WEST,AEP,AEPAPT,4753.16,TRUE
11/29/17 5:00,RFC,WEST,AEP,AEPAPT,5023.587,TRUE
11/29/17 6:00,RFC,WEST,AEP,AEPAPT,5505.944,TRUE
11/29/17 7:00,RFC,WEST,AEP,AEPAPT,5650.805,TRUE
11/29/17 8:00,RFC,WEST,AEP,AEPAPT,5473.381,TRUE
11/29/17 9:00,RFC,WEST,AEP,AEPAPT,5142.4,TRUE
11/29/17 10:00,RFC,WEST,AEP,AEPAPT,4831.072,TRUE
11/29/17 11:00,RFC,WEST,AEP,AEPAPT,4594.693,TRUE
11/29/17 12:00,RFC,WEST,AEP,AEPAPT,4432.015,TRUE
11/29/17 13:00,RFC,WEST,AEP,AEPAPT,4329.844,TRUE
11/29/17 14:00,RFC,WEST,AEP,AEPAPT,4250.837,TRUE
11/29/17 15:00,RFC,WEST,AEP,AEPAPT,4190.15,TRUE
11/29/17 16:00,RFC,WEST,AEP,AEPAPT,4270.402,TRUE
11/29/17 17:00,RFC,WEST,AEP,AEPAPT,4569.542,TRUE
11/29/17 18:00,RFC,WEST,AEP,AEPAPT,4718.077,TRUE
11/29/17 19:00,RFC,WEST,AEP,AEPAPT,4748.81,TRUE
11/29/17 20:00,RFC,WEST,AEP,AEPAPT,4795.35,TRUE
11/29/17 21:00,RFC,WEST,AEP,AEPAPT,4719.58,TRUE
11/29/17 22:00,RFC,WEST,AEP,AEPAPT,4570.544,TRUE
11/29/17 23:00,RFC,WEST,AEP,AEPAPT,4389.024,TRUE
11/30/17 0:00,RFC,WEST,AEP,AEPAPT,4276.997,TRUE
11/30/17 1:00,RFC,WEST,AEP,AEPAPT,4255.321,TRUE
11/30/17 2:00,RFC,WEST,AEP,AEPAPT,4251.662,TRUE
11/30/17 3:00,RFC,WEST,AEP,AEPAPT,4290.512,TRUE
11/30/17 4:00,RFC,WEST,AEP,AEPAPT,4422.035,TRUE
11/30/17 5:00,RFC,WEST,AEP,AEPAPT,4722.084,TRUE
11/30/17 6:00,RFC,WEST,AEP,AEPAPT,5171.108,TRUE
11/30/17 7:00,RFC,WEST,AEP,AEPAPT,5419.835,TRUE
11/30/17 8:00,RFC,WEST,AEP,AEPAPT,5313.66,TRUE
11/30/17 9:00,RFC,WEST,AEP,AEPAPT,5062.106,TRUE
11/30/17 10:00,RFC,WEST,AEP,AEPAPT,4781.329,TRUE
11/30/17 11:00,RFC,WEST,AEP,AEPAPT,4573.573,TRUE
11/30/17 12:00,RFC,WEST,AEP,AEPAPT,4451.478,TRUE
11/30/17 13:00,RFC,WEST,AEP,AEPAPT,4342.129,TRUE
11/30/17 14:00,RFC,WEST,AEP,AEPAPT,4304.924,TRUE
11/30/17 15:00,RFC,WEST,AEP,AEPAPT,4303.236,TRUE
11/30/17 16:00,RFC,WEST,AEP,AEPAPT,4414.725,TRUE
11/30/17 17:00,RFC,WEST,AEP,AEPAPT,4688.395,TRUE
11/30/17 18:00,RFC,WEST,AEP,AEPAPT,4772.95,TRUE
11/30/17 19:00,RFC,WEST,AEP,AEPAPT,4780.569,TRUE
11/30/17 20:00,RFC,WEST,AEP,AEPAPT,4735.477,TRUE
11/30/17 21:00,RFC,WEST,AEP,AEPAPT,4607.959,TRUE
11/30/17 22:00,RFC,WEST,AEP,AEPAPT,4392.79,TRUE
11/30/17 23:00,RFC,WEST,AEP,AEPAPT,4105.82,TRUE
12/1/17 0:00,RFC,WEST,AEP,AEPAPT,3934.473,TRUE
12/1/17 1:00,RFC,WEST,AEP,AEPAPT,3855.736,TRUE
12/1/17 2:00,RFC,WEST,AEP,AEPAPT,3855.897,TRUE
12/1/17 3:00,RFC,WEST,AEP,AEPAPT,3910.345,TRUE
12/1/17 4:00,RFC,WEST,AEP,AEPAPT,4041.785,TRUE
12/1/17 5:00,RFC,WEST,AEP,AEPAPT,4318.495,TRUE
12/1/17 6:00,RFC,WEST,AEP,AEPAPT,4859.88,TRUE
12/1/17 7:00,RFC,WEST,AEP,AEPAPT,5064.001,TRUE
12/1/17 8:00,RFC,WEST,AEP,AEPAPT,5008.119,TRUE
12/1/17 9:00,RFC,WEST,AEP,AEPAPT,4876.982,TRUE
12/1/17 10:00,RFC,WEST,AEP,AEPAPT,4718.721,TRUE
12/1/17 11:00,RFC,WEST,AEP,AEPAPT,4509.888,TRUE
12/1/17 12:00,RFC,WEST,AEP,AEPAPT,4389.621,TRUE
12/1/17 13:00,RFC,WEST,AEP,AEPAPT,4254.579,TRUE
12/1/17 14:00,RFC,WEST,AEP,AEPAPT,4195.114,TRUE
12/1/17 15:00,RFC,WEST,AEP,AEPAPT,4166.699,TRUE
12/1/17 16:00,RFC,WEST,AEP,AEPAPT,4233.402,TRUE
12/1/17 17:00,RFC,WEST,AEP,AEPAPT,4572.375,TRUE
12/1/17 18:00,RFC,WEST,AEP,AEPAPT,4678.232,TRUE
12/1/17 19:00,RFC,WEST,AEP,AEPAPT,4748.521,TRUE
12/1/17 20:00,RFC,WEST,AEP,AEPAPT,4843.101,TRUE
12/1/17 21:00,RFC,WEST,AEP,AEPAPT,4822.328,TRUE
12/1/17 22:00,RFC,WEST,AEP,AEPAPT,4717.911,TRUE
12/1/17 23:00,RFC,WEST,AEP,AEPAPT,4558.848,TRUE
12/2/17 0:00,RFC,WEST,AEP,AEPAPT,4433.737,TRUE
12/2/17 1:00,RFC,WEST,AEP,AEPAPT,4373.299,TRUE
12/2/17 2:00,RFC,WEST,AEP,AEPAPT,4365.681,TRUE
12/2/17 3:00,RFC,WEST,AEP,AEPAPT,4396.072,TRUE
12/2/17 4:00,RFC,WEST,AEP,AEPAPT,4469.941,TRUE
12/2/17 5:00,RFC,WEST,AEP,AEPAPT,4550.214,TRUE
12/2/17 6:00,RFC,WEST,AEP,AEPAPT,4673.047,TRUE
12/2/17 7:00,RFC,WEST,AEP,AEPAPT,4848.964,TRUE
12/2/17 8:00,RFC,WEST,AEP,AEPAPT,4966.717,TRUE
12/2/17 9:00,RFC,WEST,AEP,AEPAPT,4951.399,TRUE
12/2/17 10:00,RFC,WEST,AEP,AEPAPT,4776.607,TRUE
12/2/17 11:00,RFC,WEST,AEP,AEPAPT,4588.426,TRUE
12/2/17 12:00,RFC,WEST,AEP,AEPAPT,4408.969,TRUE
12/2/17 13:00,RFC,WEST,AEP,AEPAPT,4283.553,TRUE
12/2/17 14:00,RFC,WEST,AEP,AEPAPT,4081.956,TRUE
12/2/17 15:00,RFC,WEST,AEP,AEPAPT,4015.151,TRUE
12/2/17 16:00,RFC,WEST,AEP,AEPAPT,4152.293,TRUE
12/2/17 17:00,RFC,WEST,AEP,AEPAPT,4498.173,TRUE
12/2/17 18:00,RFC,WEST,AEP,AEPAPT,4595.071,TRUE
12/2/17 19:00,RFC,WEST,AEP,AEPAPT,4607.244,TRUE
12/2/17 20:00,RFC,WEST,AEP,AEPAPT,4616.354,TRUE
12/2/17 21:00,RFC,WEST,AEP,AEPAPT,4573.77,TRUE
12/2/17 22:00,RFC,WEST,AEP,AEPAPT,4456.213,TRUE
12/2/17 23:00,RFC,WEST,AEP,AEPAPT,4284.614,TRUE
12/3/17 0:00,RFC,WEST,AEP,AEPAPT,4132.037,TRUE
12/3/17 1:00,RFC,WEST,AEP,AEPAPT,4042.615,TRUE
12/3/17 2:00,RFC,WEST,AEP,AEPAPT,4041.491,TRUE
12/3/17 3:00,RFC,WEST,AEP,AEPAPT,4090.814,TRUE
12/3/17 4:00,RFC,WEST,AEP,AEPAPT,4183.056,TRUE
12/3/17 5:00,RFC,WEST,AEP,AEPAPT,4327.824,TRUE
12/3/17 6:00,RFC,WEST,AEP,AEPAPT,4495.303,TRUE
12/3/17 7:00,RFC,WEST,AEP,AEPAPT,4702.466,TRUE
12/3/17 8:00,RFC,WEST,AEP,AEPAPT,4843.647,TRUE
12/3/17 9:00,RFC,WEST,AEP,AEPAPT,4692.485,TRUE
12/3/17 10:00,RFC,WEST,AEP,AEPAPT,4382.553,TRUE
12/3/17 11:00,RFC,WEST,AEP,AEPAPT,4132.767,TRUE
12/3/17 12:00,RFC,WEST,AEP,AEPAPT,3987.782,TRUE
12/3/17 13:00,RFC,WEST,AEP,AEPAPT,3914.51,TRUE
12/3/17 14:00,RFC,WEST,AEP,AEPAPT,3855.405,TRUE
12/3/17 15:00,RFC,WEST,AEP,AEPAPT,3831.187,TRUE
12/3/17 16:00,RFC,WEST,AEP,AEPAPT,3952.958,TRUE
12/3/17 17:00,RFC,WEST,AEP,AEPAPT,4366.978,TRUE
12/3/17 18:00,RFC,WEST,AEP,AEPAPT,4579.072,TRUE
12/3/17 19:00,RFC,WEST,AEP,AEPAPT,4677.193,TRUE
12/3/17 20:00,RFC,WEST,AEP,AEPAPT,4719.031,TRUE
12/3/17 21:00,RFC,WEST,AEP,AEPAPT,4679.097,TRUE
12/3/17 22:00,RFC,WEST,AEP,AEPAPT,4559.404,TRUE
12/3/17 23:00,RFC,WEST,AEP,AEPAPT,4474.97,TRUE
12/4/17 0:00,RFC,WEST,AEP,AEPAPT,4448.85,TRUE
12/4/17 1:00,RFC,WEST,AEP,AEPAPT,4469.415,TRUE
12/4/17 2:00,RFC,WEST,AEP,AEPAPT,4539.968,TRUE
12/4/17 3:00,RFC,WEST,AEP,AEPAPT,4627.2,TRUE
12/4/17 4:00,RFC,WEST,AEP,AEPAPT,4811.02,TRUE
12/4/17 5:00,RFC,WEST,AEP,AEPAPT,5129.43,TRUE
12/4/17 6:00,RFC,WEST,AEP,AEPAPT,5649.216,TRUE
12/4/17 7:00,RFC,WEST,AEP,AEPAPT,5866.248,TRUE
12/4/17 8:00,RFC,WEST,AEP,AEPAPT,5757.344,TRUE
12/4/17 9:00,RFC,WEST,AEP,AEPAPT,5438.268,TRUE
12/4/17 10:00,RFC,WEST,AEP,AEPAPT,5104.711,TRUE
12/4/17 11:00,RFC,WEST,AEP,AEPAPT,4804.72,TRUE
12/4/17 12:00,RFC,WEST,AEP,AEPAPT,4603.229,TRUE
12/4/17 13:00,RFC,WEST,AEP,AEPAPT,4496.165,TRUE
12/4/17 14:00,RFC,WEST,AEP,AEPAPT,4409.84,TRUE
12/4/17 15:00,RFC,WEST,AEP,AEPAPT,4349.999,TRUE
12/4/17 16:00,RFC,WEST,AEP,AEPAPT,4388.686,TRUE
12/4/17 17:00,RFC,WEST,AEP,AEPAPT,4740.559,TRUE
12/4/17 18:00,RFC,WEST,AEP,AEPAPT,4911.827,TRUE
12/4/17 19:00,RFC,WEST,AEP,AEPAPT,4940.86,TRUE
12/4/17 20:00,RFC,WEST,AEP,AEPAPT,4931.005,TRUE
12/4/17 21:00,RFC,WEST,AEP,AEPAPT,4811.347,TRUE
12/4/17 22:00,RFC,WEST,AEP,AEPAPT,4552.788,TRUE
12/4/17 23:00,RFC,WEST,AEP,AEPAPT,4318.785,TRUE
12/5/17 0:00,RFC,WEST,AEP,AEPAPT,4185.168,TRUE
12/5/17 1:00,RFC,WEST,AEP,AEPAPT,4084.201,TRUE
12/5/17 2:00,RFC,WEST,AEP,AEPAPT,4052.62,TRUE
12/5/17 3:00,RFC,WEST,AEP,AEPAPT,4037.164,TRUE
12/5/17 4:00,RFC,WEST,AEP,AEPAPT,4130.145,TRUE
12/5/17 5:00,RFC,WEST,AEP,AEPAPT,4362.738,TRUE
12/5/17 6:00,RFC,WEST,AEP,AEPAPT,4753.081,TRUE
12/5/17 7:00,RFC,WEST,AEP,AEPAPT,4947.593,TRUE
12/5/17 8:00,RFC,WEST,AEP,AEPAPT,4871.731,TRUE
12/5/17 9:00,RFC,WEST,AEP,AEPAPT,4733.969,TRUE
12/5/17 10:00,RFC,WEST,AEP,AEPAPT,4610.388,TRUE
12/5/17 11:00,RFC,WEST,AEP,AEPAPT,4492.798,TRUE
12/5/17 12:00,RFC,WEST,AEP,AEPAPT,4419.644,TRUE
12/5/17 13:00,RFC,WEST,AEP,AEPAPT,4392.842,TRUE
12/5/17 14:00,RFC,WEST,AEP,AEPAPT,4367.338,TRUE
12/5/17 15:00,RFC,WEST,AEP,AEPAPT,4397.937,TRUE
12/5/17 16:00,RFC,WEST,AEP,AEPAPT,4539.693,TRUE
12/5/17 17:00,RFC,WEST,AEP,AEPAPT,4692.783,TRUE
12/5/17 18:00,RFC,WEST,AEP,AEPAPT,4736.411,TRUE
12/5/17 19:00,RFC,WEST,AEP,AEPAPT,4719.503,TRUE
12/5/17 20:00,RFC,WEST,AEP,AEPAPT,4673.253,TRUE
12/5/17 21:00,RFC,WEST,AEP,AEPAPT,4572.096,TRUE
12/5/17 22:00,RFC,WEST,AEP,AEPAPT,4350.447,TRUE
12/5/17 23:00,RFC,WEST,AEP,AEPAPT,4149.739,TRUE
12/6/17 0:00,RFC,WEST,AEP,AEPAPT,4009.523,TRUE
12/6/17 1:00,RFC,WEST,AEP,AEPAPT,3971.125,TRUE
12/6/17 2:00,RFC,WEST,AEP,AEPAPT,4024.359,TRUE
12/6/17 3:00,RFC,WEST,AEP,AEPAPT,4120.62,TRUE
12/6/17 4:00,RFC,WEST,AEP,AEPAPT,4256.592,TRUE
12/6/17 5:00,RFC,WEST,AEP,AEPAPT,4604.37,TRUE
12/6/17 6:00,RFC,WEST,AEP,AEPAPT,5081.499,TRUE
12/6/17 7:00,RFC,WEST,AEP,AEPAPT,5365.206,TRUE
12/6/17 8:00,RFC,WEST,AEP,AEPAPT,5385.603,TRUE
12/6/17 9:00,RFC,WEST,AEP,AEPAPT,5324.39,TRUE
12/6/17 10:00,RFC,WEST,AEP,AEPAPT,5190.66,TRUE
12/6/17 11:00,RFC,WEST,AEP,AEPAPT,5057.32,TRUE
12/6/17 12:00,RFC,WEST,AEP,AEPAPT,5015.341,TRUE
12/6/17 13:00,RFC,WEST,AEP,AEPAPT,5046.435,TRUE
12/6/17 14:00,RFC,WEST,AEP,AEPAPT,5025.334,TRUE
12/6/17 15:00,RFC,WEST,AEP,AEPAPT,5044.694,TRUE
12/6/17 16:00,RFC,WEST,AEP,AEPAPT,5165.476,TRUE
12/6/17 17:00,RFC,WEST,AEP,AEPAPT,5500.747,TRUE
12/6/17 18:00,RFC,WEST,AEP,AEPAPT,5566.649,TRUE
